NO,Order ID,SLS Tracking Number,Shopee Order SN,Sort Code Name,SOC Received time,OnHoldReason,Status,Order Account,Original ASF,Rounding ASF,Payment Method,Pickup Station,Destination Station,Next Station,Current Station,Channel
258,SPXID033989541139,ID231223458961Q,230917K080QRXT,GROBOGAN,2023-09-19 16:45:38,Normal,SOC_LHTransporting,Marketplace Collection,12500,12500,NON-COD,Cibinong First Mile Hub,Purwodadi Hub,Semarang DC,Jakarta DC,spx
259,SPXID034025846579,ID237434623879N,230917K3MKWKSW,DAWE,2023-09-19 16:41:06,Normal,SOC_LHPacking,Marketplace Collection,12000,12000,COD,Cibinong First Mile Hub,Kudus Hub,Kudus Hub,Semarang DC,spx
260,SPXID034479041699,ID235482657175W,230917JE4FHP19,DAWE,2023-09-19 16:40:46,Normal,SOC_LHPacking,Marketplace Collection,12000,12000,COD,Cibinong First Mile Hub,Kudus Hub,Kudus Hub,Semarang DC,spx
261,SPXID036044825099,ID234984133012U,230917K57QFJ3M,TLOGOWUNGU,2023-09-18 23:09:47,Normal,SOC_Received,Marketplace Collection,12500,12500,NON-COD,Cibinong First Mile Hub,Pati Hub,Pati Hub,Semarang DC,spx
262,SPXID037434008469,ID2362025460245,230916GKKGXS6V,BAE,2023-09-18 23:09:15,Normal,SOC_LHTransporting,Marketplace Collection,13000,13000,NON-COD,Cibinong First Mile Hub,Kudus Hub,Semarang DC,Jakarta DC,spx
263,SPXID039034546919,ID234222451794M,230917JGNYUHVN,DAWE,2023-09-19 16:43:18,Normal,SOC_LHPacking,Marketplace Collection,12000,12000,NON-COD,Cibinong First Mile Hub,Kudus Hub,Kudus Hub,Semarang DC,spx
264,SPXID030390753999,ID232219899982R,230917JETXPW0Q,PATEBON,2023-09-18 23:41:40,Normal,SOC_Received,SPX Standard Marketplace,21300,21300,COD,Tanjung Priok First Mile Hub,Kendal Hub,Kendal Hub,Semarang DC,spx
265,SPXID032593087379,ID233222671942L,230917JF76MW7G,GEYER,2023-09-18 23:44:02,Normal,SOC_Packed,SPX Standard Marketplace,23000,23000,COD,Tanjung Priok First Mile Hub,Purwodadi Hub,Semarang DC,Jakarta DC,spx
266,SPXID037045085869,ID231021529884S,230916GKKB98DW,PAKIS AJI,2023-09-18 23:25:47,Normal,SOC_Received,SPX Standard Marketplace,22400,22400,COD,Cipondoh First Mile Hub,Jepara Hub,Jepara Hub,Semarang DC,spx
267,SPXID031227485229,ID2360376423010,230917HR8734EF,SAYUNG,2023-09-18 23:27:41,Normal,SOC_Packed,SPX Standard Marketplace,21300,21300,COD,Cipondoh First Mile Hub,Guntur Hub,Semarang DC,Jakarta DC,spx
268,SPXID032011702129,ID2359470560414,230917K2UD3MSQ,KARANG TENGAH,2023-09-18 23:23:51,Normal,SOC_Packed,SPX Standard Marketplace,42600,42600,COD,Cipondoh First Mile Hub,Demak Hub,Semarang DC,Jakarta DC,spx
269,SPXID038612721619,ID230380535119S,230918KEAMAQJ4,PATEAN,2023-09-18 22:16:48,Normal,SOC_LHTransporting,Economy Marketplace Delivery,18300,18300,NON-COD,Cikarang First Mile Hub,Sukorejo Kendal Hub,Sukorejo Kendal Hub,Semarang DC,spx
270,SPXID031298256119,ID233876848763P,230917K6UD60G9,SEMARANG TENGAH,2023-09-18 18:43:13,Normal,SOC_LHPacking,Economy Marketplace Delivery,14700,14700,NON-COD,Bogor Barat First Mile Hub,Semarang Tengah Hub,Semarang Tengah Hub,Semarang DC,spx
271,SPXID032708257229,ID236428454315W,230917K5R6TSN2,KALINYAMATAN,2023-09-19 20:10:28,Normal,SOC_LHTransporting,SPX Standard Marketplace,10100,10100,NON-COD,Pedurungan First Mile Hub,Mayong Hub,Mayong Hub,Semarang DC,spx
272,SPXID033231713619,ID238160552245T,230916GUCB6B7D,KARANG TENGAH,2023-09-18 18:46:38,Normal,SOC_LHPacking,Economy Marketplace Delivery,22300,22300,NON-COD,Bogor Barat First Mile Hub,Demak Hub,Demak Hub,Semarang DC,spx
273,SPXID033783982659,ID238978273575B,230917K9796DDG,BATANGAN,2023-09-19 03:18:37,Normal,SOC_Received,Economy Marketplace Delivery,22300,22300,NON-COD,Kosambi First Mile Hub,Juwana Hub,Juwana Hub,Semarang DC,spx
274,SPXID035738606599,ID2312799490522,230917JETUS155,BLORA KOTA,2023-09-19 19:44:36,Normal,SOC_LHTransporting,Economy Marketplace Delivery,22300,22300,NON-COD,Kosambi First Mile Hub,Blora Hub,Semarang DC,Jakarta DC,spx
275,SPXID032007406809,ID232321939505Y,230916EEN4MJN7,PECANGAAN,2023-09-19 00:32:13,Normal,SOC_Packed,Economy Marketplace Delivery,22300,22300,COD,Tigaraksa First Mile Hub,Mayong Hub,Semarang DC,Jakarta DC,spx
276,SPXID036791058129,ID235881795921Y,230917K2AHC37H,MLONGGO,2023-09-19 02:19:05,Normal,SOC_LHTransported,Economy Marketplace Delivery,22300,22300,NON-COD,Kosambi First Mile Hub,Jepara Hub,Semarang DC,Jakarta DC,spx
277,SPXID031236675399,ID232329889454Z,230917JKHPAA6E,DEMAK,2023-09-18 22:05:06,Normal,SOC_LHTransporting,SPX Standard Marketplace,22400,22400,NON-COD,Bogor Timur First Mile Hub,Demak Hub,Demak Hub,Semarang DC,spx
278,SPXID030348316119,ID2371094912595,230917JC1HMXSB,GENUK,2023-09-19 00:40:53,Normal,SOC_LHPacking,Economy Marketplace Delivery,14700,14700,NON-COD,Serpong Utara First Mile Hub,Semarang Timur Hub,Semarang Timur Hub,Semarang DC,spx
279,SPXID031155214589,ID231554452440H,230917JT4T72UQ,GEMBONG,2023-09-19 00:40:53,Normal,SOC_Packed,Economy Marketplace Delivery,22300,22300,COD,Serpong Utara First Mile Hub,Pati Hub,Pati Hub,Semarang DC,spx
280,SPXID032032370349,ID2348073078423,230916GK84MDRG,SAMBONG,2023-09-19 00:40:53,Normal,SOC_Packed,Economy Marketplace Delivery,22300,22300,COD,Serpong Utara First Mile Hub,Blora Hub,Blora Hub,Semarang DC,spx
281,SPXID032297593179,ID2343161703264,230917K5TRUHW8,PEDURUNGAN,2023-09-19 00:40:53,Normal,SOC_Received,Economy Marketplace Delivery,14700,14700,COD,Serpong Utara First Mile Hub,Pedurungan Hub,Pedurungan Hub,Semarang DC,spx
282,SPXID037822043069,ID2380120707005,230916GQ4UTXC6,KEMBANG,2023-09-19 00:40:53,Normal,SOC_LHTransporting,Economy Marketplace Delivery,22300,22300,COD,Serpong Utara First Mile Hub,Bangsri Hub,Jepara Hub,Semarang DC,spx
283,SPXID037923252109,ID231991386058T,230917K7P6G3GB,KARANG TENGAH,2023-09-19 00:12:35,Normal,SOC_Received,Economy Marketplace Delivery,44600,44600,NON-COD,Cikarang First Mile Hub,Demak Hub,Demak Hub,Semarang DC,spx
284,SPXID032887606749,ID232704298957E,230917K4K0N303,PATI,2023-09-18 21:21:55,Normal,SOC_Received,Marketplace Collection,11500,11500,NON-COD,Kosambi First Mile Hub,Pati Hub,Pati Hub,Semarang DC,spx
285,SPXID033348646599,ID235355532739G,230914BSYCQKCE,JUWANA,2023-09-18 22:20:19,Normal,SOC_Packed,Economy Marketplace Delivery,22300,22300,NON-COD,Palmerah First Mile Hub,Juwana Hub,Juwana Hub,Semarang DC,spx
286,SPXID036432559969,ID234766988177F,230917K6T45CPX,BANSARI,2023-09-18 22:14:10,Normal,SOC_LHPacking,Economy Marketplace Delivery,24400,24400,COD,Bantargebang First Mile Hub,Ngadirejo Hub,Ngadirejo Hub,Semarang DC,spx
287,SPXID030285899039,ID2334777210561,230917K7CASPPX,BANCAK,2023-09-19 19:53:10,Normal,SOC_LHTransporting,SPX Standard Marketplace,18200,18200,COD,Ambulu First Mile Hub,Tuntang Hub,Semarang DC,Surabaya DC,spx
288,SPXID030892606299,ID2317458529267,230918KEB1KT0P,NGAMPEL,2023-09-18 19:24:01,Normal,SOC_Packed,Economy Marketplace Delivery,18300,18300,NON-COD,Senen First Mile Hub,Kaliwungu Hub,Kaliwungu Hub,Semarang DC,spx
289,SPXID034615286129,ID238694783229D,230917J9RMWK4H,GAJAH MUNGKUR,2023-09-19 05:22:41,Normal,SOC_Received,Economy Marketplace Delivery,14700,14700,COD,Koja First Mile Hub,Semarang Hub,Semarang Hub,Semarang DC,spx
290,SPXID039695936469,ID233481715379X,230918KCU7WE3T,MIJEN,2023-09-19 22:22:50,Normal,SOC_Packed,SPX Standard Marketplace,21300,21300,NON-COD,Cibodas First Mile Hub,Demak Hub,Semarang DC,Jakarta DC,spx
291,SPXID030714567309,ID235490026497O,230917JAR5Y0BM,SIDOMUKTI,2023-09-18 22:04:19,Normal,SOC_Received,Economy Marketplace Delivery,36600,36600,COD,Kamal First Mile Hub,Salatiga Hub,Semarang DC,Jakarta DC,spx
292,SPXID032291875699,ID2384624354726,230917JDK6EG72,SEMARANG SELATAN,2023-09-18 22:13:12,Normal,SOC_Received,Economy Marketplace Delivery,29400,29400,NON-COD,Kamal First Mile Hub,Semarang Timur Hub,Semarang Timur Hub,Semarang DC,spx
293,SPXID034717482369,ID234884672802Z,230917K92BU75E,BANYUMANIK,2023-09-18 23:08:42,Normal,SOC_LHPacking,Economy Marketplace Delivery,14700,14700,COD,Duren Sawit First Mile Hub,Banyumanik Hub,Banyumanik Hub,Semarang DC,spx
294,SPXID030441085219,ID235055481481R,230917K99CVFC3,BONANG,2023-09-18 16:44:14,Normal,SOC_Packed,SPX Standard Marketplace,21300,21300,COD,Gambir First Mile Hub,Demak Hub,Demak Hub,Semarang DC,spx
295,SPXID032043034279,ID237581928762S,230918KD0V7VTF,NGALIYAN,2023-09-18 16:41:55,Normal,SOC_Packed,SPX Standard Marketplace,17300,17300,NON-COD,Gambir First Mile Hub,Ngaliyan Hub,Ngaliyan Hub,Semarang DC,spx
296,SPXID033407988999,ID2333656189544,230918KCND2294,KARANG TENGAH,2023-09-18 16:42:52,Normal,SOC_Packed,SPX Standard Marketplace,21300,21300,COD,Gambir First Mile Hub,Demak Hub,Demak Hub,Semarang DC,spx
297,SPXID034389735999,ID2334771796200,230918KEEVPX4N,TRETEP,2023-09-18 16:45:24,Normal,SOC_Packed,SPX Standard Marketplace,22300,22300,COD,Gambir First Mile Hub,Ngadirejo Hub,Ngadirejo Hub,Semarang DC,spx
298,SPXID034918430669,ID235262430859A,230917K9PFHRFA,BONANG,2023-09-18 16:43:06,Normal,SOC_LHPacking,SPX Standard Marketplace,21300,21300,COD,Gambir First Mile Hub,Demak Hub,Demak Hub,Semarang DC,spx
299,SPXID036844623259,ID2339818134322,230917KBS7TTCD,MRANGGEN,2023-09-18 16:43:28,Normal,SOC_LHPacking,SPX Standard Marketplace,21300,21300,COD,Gambir First Mile Hub,Pedurungan Hub,Pedurungan Hub,Semarang DC,spx
300,SPXID033409717909,ID2313113243986,230917JVXAYG1W,TAYU,2023-09-18 21:07:50,Normal,SOC_LHTransported,Economy Marketplace Delivery,22300,22300,NON-COD,Taman Sari First Mile Hub,Tayu Hub,Tayu Hub,Semarang DC,spx
301,SPXID037801384629,ID231385730398Z,230917JHDK75QS,SIDOMUKTI,2023-09-18 22:15:25,Normal,SOC_LHTransported,Economy Marketplace Delivery,18300,18300,NON-COD,Kapuk First Mile Hub,Salatiga Hub,Semarang DC,Jakarta DC,spx
302,SPXID032937741159,ID237411523670Z,230917JWST8SYT,LASEM,2023-09-18 23:11:03,Normal,SOC_LHTransporting,SPX Standard Marketplace,22400,22400,COD,Duren Sawit First Mile Hub,Rembang Hub,Rembang Hub,Semarang DC,spx
303,SPXID035298721089,ID236183586471M,230917K2MCY7XD,MARGOREJO,2023-09-18 20:32:29,Normal,SOC_Packed,Marketplace Collection,11000,11000,NON-COD,Antapani First Mile Hub,Pati Hub,Pati Hub,Semarang DC,spx
304,SPXID035824364349,ID230857214351G,230917JU3YQT3N,JUWANA,2023-09-18 23:09:41,Normal,SOC_Packed,SPX Standard Marketplace,23400,23400,NON-COD,Duren Sawit First Mile Hub,Juwana Hub,Juwana Hub,Semarang DC,spx
305,SPXID036257430709,ID2323930720901,230917K2J2N232,CANDISARI,2023-09-18 20:33:04,Normal,SOC_Packed,Economy Marketplace Delivery,14700,14700,NON-COD,Bogor Barat First Mile Hub,Banyumanik Hub,Semarang DC,Jakarta DC,spx
306,SPXID037343925799,ID2330074980747,230917K347CSE0,TANGGUNGHARJO,2023-09-18 20:10:00,Normal,SOC_Packed,Economy Marketplace Delivery,22300,22300,COD,Bogor Barat First Mile Hub,Gubug Hub,Semarang DC,Jakarta DC,spx
307,SPXID034901252609,ID239722860536E,230917JPAJ6PH9,SEMARANG UTARA,2023-09-19 09:35:04,Normal,SOC_Packed,Economy Marketplace Delivery,14700,14700,NON-COD,Koja First Mile Hub,Semarang Tengah Hub,Semarang Tengah Hub,Semarang DC,spx
308,SPXID039099832189,ID239923945046D,230917JRUN3HK5,GUBUG,2023-09-18 22:15:25,Normal,SOC_Packed,Economy Marketplace Delivery,44600,44600,COD,Kapuk First Mile Hub,Gubug Hub,Purwodadi Hub,Semarang DC,spx
309,SPXID031000544759,ID239044011430X,230917KA9NR5EE,GAJAH MUNGKUR,2023-09-18 21:42:26,Normal,SOC_Packed,Economy Marketplace Delivery,14700,14700,NON-COD,Buahbatu First Mile Hub,Semarang Hub,Semarang Hub,Semarang DC,spx
310,SPXID033515665839,ID230937767608X,230916GJ41ST1K,GABUS,2023-09-18 20:36:34,Normal,SOC_Packed,Marketplace Collection,11000,11000,NON-COD,Antapani First Mile Hub,Kayen Hub,Kayen Hub,Semarang DC,spx
311,SPXID035030597869,ID2353189819132,230918KECWR92F,SEMARANG TIMUR,2023-09-18 19:11:02,Normal,SOC_LHPacking,Economy Marketplace Delivery,14700,14700,NON-COD,Legok First Mile Hub,Semarang Timur Hub,Semarang Timur Hub,Semarang DC,spx
312,SPXID031936227469,ID235160183092I,230917HF5RJDVV,GUNUNGPATI,2023-09-18 21:41:29,Normal,SOC_Packed,Economy Marketplace Delivery,14700,14700,NON-COD,Soreang First Mile Hub,Gunungpati Hub,Gunungpati Hub,Semarang DC,spx
313,SPXID032825350729,ID2334537833413,230917K9ANVEH0,GUNUNGPATI,2023-09-19 01:16:51,Normal,SOC_Received,SPX Standard Marketplace,17300,17300,COD,Kalideres First Mile Hub,Gunungpati Hub,Gunungpati Hub,Semarang DC,spx
314,SPXID031283199089,ID239015310744Z,230917K4PK3H73,NGALIYAN,2023-09-19 01:49:02,Normal,SOC_Received,Economy Marketplace Delivery,14700,14700,NON-COD,Pegadungan First Mile Hub,Ngaliyan Hub,Ngaliyan Hub,Semarang DC,spx
315,SPXID032666344409,ID2394174800925,230917K258H54V,BERGAS,2023-09-18 17:22:20,Normal,SOC_Packed,Economy Marketplace Delivery,16200,16200,NON-COD,Bogor Barat First Mile Hub,Ungaran Hub,Ungaran Hub,Semarang DC,spx
316,SPXID030238207079,ID234220837764G,230917JAMNBR5S,SYIAH KUALA,2023-09-18 22:56:34,Normal,SOC_LHTransporting,Marketplace Collection,26000,26000,NON-COD,Kudus First Mile Hub,Banda Aceh Hub,Kapuk DC,Semarang DC,spx
317,SPXID033607985319,ID2389286179521,230918KDXYC0R2,TARUMAJAYA,2023-09-19 20:21:43,Normal,SOC_LHTransporting,SPX Standard Marketplace,18300,18300,COD,Jepara First Mile Hub,Medan Satria Hub,Cakung DC,Semarang DC,spx
318,SPXID030568111949,ID2373819835039,230917K567U37T,UNGARAN BARAT,2023-09-19 20:44:04,Normal,SOC_LHTransporting,SPX Standard Marketplace,21300,21300,COD,Palmerah First Mile Hub,Ungaran Hub,Semarang DC,Jakarta DC,spx
319,SPXID030635835039,ID236275357407H,230917JUPY6FFF,KARANGAWEN,2023-09-19 19:50:53,Normal,SOC_LHTransporting,SPX Standard Marketplace,21300,21300,COD,Palmerah First Mile Hub,Guntur Hub,Semarang DC,Jakarta DC,spx
320,SPXID031542432809,ID237767895934I,230917JNAG329E,TEMBALANG,2023-09-19 21:12:39,Normal,SOC_LHTransporting,SPX Standard Marketplace,17300,17300,NON-COD,Palmerah First Mile Hub,Tembalang Hub,Semarang DC,Jakarta DC,spx
321,SPXID035694967049,ID235343887190X,230917JTPBWRPU,PURWODADI,2023-09-19 21:10:02,Normal,SOC_Packed,SPX Standard Marketplace,22400,22400,COD,Palmerah First Mile Hub,Purwodadi Hub,Semarang DC,Jakarta DC,spx
322,SPXID036457808409,ID239449273669H,230917K72YCYM5,SUBAH,2023-09-20 02:34:30,Normal,SOC_Received,SPX Standard Marketplace,21300,21300,COD,Palmerah First Mile Hub,Banyuputih Hub,Semarang DC,Jakarta DC,spx
323,SPXID036910852559,ID2315609354652,230917JNU734VQ,MRANGGEN,2023-09-19 19:56:18,Normal,SOC_LHTransporting,SPX Standard Marketplace,21300,21300,COD,Palmerah First Mile Hub,Pedurungan Hub,Semarang DC,Jakarta DC,spx
324,SPXID037691798819,ID2368133281258,230917JTAXMM0Q,MRANGGEN,2023-09-19 20:15:14,Normal,SOC_LHTransporting,SPX Standard Marketplace,21300,21300,COD,Palmerah First Mile Hub,Pedurungan Hub,Semarang DC,Jakarta DC,spx
325,SPXID034645203649,ID238428308955V,230917K6RJH6JN,KALINYAMATAN,2023-09-18 23:49:13,Normal,SOC_Received,SPX Standard Marketplace,23400,23400,COD,Tanjung Priok First Mile Hub,Mayong Hub,Mayong Hub,Semarang DC,spx
326,SPXID036439419949,ID2312070956750,230917K7DF34KN,KARANGAWEN,2023-09-18 23:52:34,Normal,SOC_Received,SPX Standard Marketplace,21300,21300,COD,Tanjung Priok First Mile Hub,Guntur Hub,Demak Hub,Semarang DC,spx
327,SPXID039302584499,ID238198182148F,230918KDQVDSSP,CLUWAK,2023-09-18 15:55:14,Normal,SOC_LHTransporting,Economy Marketplace Delivery,66900,66900,COD,Cikarang First Mile Hub,Tayu Hub,Tayu Hub,Semarang DC,spx
328,SPXID035710735829,ID234270745411I,230917K6SE63N9,CLUWAK,2023-09-18 18:51:30,Normal,SOC_LHTransported,SPX Standard Marketplace,16200,16200,COD,Wonosobo First Mile Hub,Tayu Hub,Tayu Hub,Semarang DC,spx
329,SPXID036974861959,ID2352114006227,230918KC69FUVY,GROBOGAN,2023-09-20 02:32:12,Normal,SOC_Received,Economy Marketplace Delivery,22300,22300,COD,Palmerah First Mile Hub,Purwodadi Hub,Semarang DC,Jakarta DC,spx
330,SPXID037696041169,ID235102158924R,230918KCT1RPA3,TEMBALANG,2023-09-18 23:16:21,Normal,SOC_Received,Economy Marketplace Delivery,14700,14700,NON-COD,Ciampea First Mile Hub,Tembalang Hub,Tembalang Hub,Semarang DC,spx
331,SPXID039484114539,ID2330043240251,230917JJA5TF25,MIJEN,2023-09-19 21:15:08,Normal,SOC_LHTransporting,Economy Marketplace Delivery,14700,14700,NON-COD,Palmerah First Mile Hub,Ngaliyan Hub,Semarang DC,Jakarta DC,spx
332,SPXID038926601759,ID231395397619B,230917K36C3Q4C,WELAHAN,2023-09-19 20:55:33,Normal,SOC_LHTransporting,SPX Standard Marketplace,9100,9100,COD,Jepara First Mile Hub,Mayong Hub,Mayong Hub,Semarang DC,spx
333,SPXID035198483089,ID2371958784819,230917J3S2RGVH,PURWODADI,2023-09-19 21:50:22,Normal,SOC_LHTransporting,Marketplace Collection,12500,12500,NON-COD,Kebon Jeruk First Mile Hub,Purwodadi Hub,Semarang DC,Jakarta DC,spx
334,SPXID032752889199,ID2327192924406,230918KEAJD4EK,BOJA,2023-09-19 12:16:10,Normal,SOC_LHTransporting,Economy Marketplace Delivery,18300,18300,NON-COD,Koja First Mile Hub,Boja Hub,Semarang DC,Jakarta DC,spx
335,SPXID032412133119,ID236188635744C,230917K38RCNTH,MAYONG,2023-09-19 20:10:17,Normal,SOC_LHTransporting,SPX Standard Marketplace,9100,9100,NON-COD,Jepara First Mile Hub,Mayong Hub,Mayong Hub,Semarang DC,spx
336,SPXID031505712969,ID239513315533E,230917JVJTWMYB,GEMUH,2023-09-18 22:21:11,Normal,SOC_LHTransported,Economy Marketplace Delivery,18300,18300,NON-COD,Kamal First Mile Hub,Weleri Hub,Weleri Hub,Semarang DC,spx
337,SPXID036727872139,ID239608847433V,230917K0QT6TD7,PURWODADI,2023-09-18 22:28:39,Normal,SOC_Received,Economy Marketplace Delivery,22300,22300,COD,Kamal First Mile Hub,Purwodadi Hub,Purwodadi Hub,Semarang DC,spx
338,SPXID034657267249,ID2308056352534,230917K3R9791W,KAYEN,2023-09-18 23:48:14,Normal,SOC_Received,SPX Standard Marketplace,23400,23400,NON-COD,Tanjung Priok First Mile Hub,Kayen Hub,Kayen Hub,Semarang DC,spx
339,SPXID037909384719,ID2311342891701,230917K9SA4NHP,KALIWUNGU,2023-09-18 21:03:50,Normal,SOC_LHTransporting,SPX Standard Marketplace,14200,14200,NON-COD,Purwantoro First Mile Hub,Kudus Hub,Kudus Hub,Semarang DC,spx
340,SPXID031212535749,ID2306473397743,230917K96YMM1R,KUDUS KOTA,2023-09-18 18:08:31,Normal,SOC_LHTransported,SPX Standard Marketplace,20300,20300,NON-COD,Cikarang Barat First Mile Hub,Kudus Hub,Semarang DC,Jakarta DC,spx
341,SPXID030559754819,ID2380677892781,230918KDFVVTN2,BANYUMANIK,2023-09-19 02:11:42,Normal,SOC_LHPacking,Economy Marketplace Delivery,14700,14700,NON-COD,Kosambi First Mile Hub,Banyumanik Hub,Banyumanik Hub,Semarang DC,spx
342,SPXID034615297519,ID239381057105E,230917J6W2B00J,BEBANDEM,2023-09-19 20:50:20,Normal,SOC_LHPacking,Economy Marketplace Delivery,152000,152000,COD,Kudus First Mile Hub,Karangasem Hub,Surabaya DC,Semarang DC,spx
343,SPXID037791004349,ID231476758014R,230916GK8H1EQE,PURWAKARTA,2023-09-18 21:43:14,Normal,SOC_LHTransported,Economy Marketplace Delivery,32400,32400,COD,Kudus First Mile Hub,Purwakarta Cilegon Hub,Cakung DC,Semarang DC,spx
344,SPXID037869631859,ID239796553960G,230916GJCKGGGA,LELES,2023-09-19 20:51:50,Normal,SOC_LHPacking,Economy Marketplace Delivery,42600,42600,COD,Kudus First Mile Hub,Kab. Garut Hub,Bandung DC,Semarang DC,spx
345,SPXID035945830909,ID237343583013A,230917JVJWS0BP,TINGKIR,2023-09-19 17:11:41,Normal,SOC_Packed,Economy Marketplace Delivery,18300,18300,COD,Cibodas First Mile Hub,Salatiga Hub,Semarang DC,Jakarta DC,spx
346,SPXID038667146869,ID239047099466U,230917JW1E6Y22,BANYUMANIK,2023-09-19 16:57:11,Normal,SOC_Packed,SPX Standard Marketplace,17200,17200,NON-COD,Cibodas First Mile Hub,Banyumanik Hub,Semarang DC,Jakarta DC,spx
347,SPXID031877962399,ID232684587235I,230917K290QMGB,PATI,2023-09-19 16:49:52,Normal,SOC_Packed,SPX Standard Marketplace,22400,22400,NON-COD,Cibodas First Mile Hub,Pati Hub,Semarang DC,Jakarta DC,spx
348,SPXID030882593879,ID2346534285758,230917K3RE18VS,WELAHAN,2023-09-19 20:11:57,Normal,SOC_LHTransporting,SPX Standard Marketplace,9100,9100,COD,Jepara First Mile Hub,Mayong Hub,Mayong Hub,Semarang DC,spx
349,SPXID036478633989,ID239296295164Y,230917K556D5GD,JEPARA,2023-09-19 16:53:21,Normal,SOC_Packed,SPX Standard Marketplace,22400,22400,NON-COD,Cibodas First Mile Hub,Jepara Hub,Semarang DC,Jakarta DC,spx
350,SPXID032913684879,ID236372942884D,230917K6A14GWC,ARGOMULYO,2023-09-19 16:51:02,Normal,SOC_LHTransporting,SPX Standard Marketplace,20300,20300,NON-COD,Cibodas First Mile Hub,Salatiga Hub,Semarang DC,Jakarta DC,spx
351,SPXID033579202709,ID2395242732721,230917K6VFH4AY,ROWOSARI,2023-09-19 16:53:49,Normal,SOC_Packed,SPX Standard Marketplace,22400,22400,COD,Cibodas First Mile Hub,Weleri Hub,Semarang DC,Jakarta DC,spx
352,SPXID030209361609,ID2357479423555,230915BUQ9UGDA,BANYUMANIK,2023-09-19 19:51:09,Normal,SOC_LHTransporting,Economy Marketplace Delivery,14700,14700,NON-COD,Koja First Mile Hub,Banyumanik Hub,Semarang DC,Jakarta DC,spx
353,SPXID030368727409,ID236900220947Q,230918KDY45NGM,SEMARANG UTARA,2023-09-19 21:17:25,Normal,SOC_Received,Economy Marketplace Delivery,14700,14700,NON-COD,Cikarang Barat First Mile Hub,Semarang Tengah Hub,Semarang DC,Jakarta DC,spx
354,SPXID038875243029,ID236436955282R,230918KBYKXB1N,CLUWAK,2023-09-19 20:41:26,Normal,SOC_Received,Economy Marketplace Delivery,22300,22300,NON-COD,Cikarang Barat First Mile Hub,Tayu Hub,Semarang DC,Jakarta DC,spx
355,SPXID039709160109,ID231737694331C,230917K3WMV7YY,MAYONG,2023-09-19 20:47:07,Normal,SOC_LHTransporting,SPX Standard Marketplace,9100,9100,COD,Jepara First Mile Hub,Mayong Hub,Mayong Hub,Semarang DC,spx
356,SPXID032920140679,ID237852520160T,230918KDC3RPME,PEDURUNGAN,2023-09-18 22:07:55,Normal,SOC_LHPacking,SPX Standard Marketplace,17200,17200,NON-COD,Cibodas First Mile Hub,Pedurungan Hub,Pedurungan Hub,Semarang DC,spx
357,SPXID039754845129,ID239645634250F,230918KCKWAW9S,KARANG TENGAH,2023-09-19 17:11:26,Normal,SOC_Packed,SPX Standard Marketplace,22400,22400,NON-COD,Cibodas First Mile Hub,Demak Hub,Semarang DC,Jakarta DC,spx
358,SPXID036419402319,ID231931821813Z,230917HX30Q65S,NGALIYAN,2023-09-19 16:45:14,Normal,SOC_Received,Economy Marketplace Delivery,14700,14700,NON-COD,Sukmajaya First Mile Hub,Ngaliyan Hub,Ngaliyan Hub,Semarang DC,spx
359,SPXID034540409669,ID239779960535Y,230917K8HUF8MA,TEGOWANU,2023-09-18 19:29:46,Normal,SOC_Packed,Economy Marketplace Delivery,21300,21300,NON-COD,Cisaat First Mile Hub,Gubug Hub,Purwodadi Hub,Semarang DC,spx
360,SPXID033405345199,ID2364890730613,230917J05EGMFB,KARANGANYAR,2023-09-18 21:11:15,Normal,SOC_Received,SPX Standard Marketplace,22400,22400,NON-COD,Bogor Barat First Mile Hub,Demak Hub,Demak Hub,Semarang DC,spx
361,SPXID039761319729,ID238257080373V,230917K11WF0VR,MRANGGEN,2023-09-18 22:08:45,Normal,SOC_LHPacking,SPX Standard Marketplace,21300,21300,COD,Kamal First Mile Hub,Pedurungan Hub,Pedurungan Hub,Semarang DC,spx
362,SPXID033185611309,ID2354835241426,230917JEGTD51F,GEMUH,2023-09-18 23:40:54,Normal,SOC_Packed,SPX Standard Marketplace,21300,21300,COD,Tanjung Priok First Mile Hub,Weleri Hub,Weleri Hub,Semarang DC,spx
363,SPXID032456833699,ID238239210089V,230916GCV1XH3D,SURUH,2023-09-18 21:12:01,Normal,SOC_Packed,Economy Marketplace Delivery,16200,16200,COD,Sukmajaya First Mile Hub,Salatiga Hub,Salatiga Hub,Semarang DC,spx
364,SPXID039773588839,ID231600583991M,230918KE78FU0N,GUBUG,2023-09-19 21:10:04,Normal,SOC_LHPacking,SPX Standard Marketplace,19200,19200,COD,Ambulu First Mile Hub,Gubug Hub,Semarang DC,Surabaya DC,spx
365,SPXID036295674929,ID236811871022T,230917K43HQG79,REMBANG,2023-09-18 19:55:52,Normal,SOC_LHTransporting,SPX Standard Marketplace,21300,21300,COD,Cimanggis First Mile Hub,Rembang Hub,Rembang Hub,Semarang DC,spx
366,SPXID032497284839,ID233116362893R,230917JGV84BF4,CEPIRING,2023-09-19 16:13:40,Normal,SOC_Packed,Economy Marketplace Delivery,18300,18300,COD,Makasar Jakarta First Mile Hub,Kendal Hub,Semarang DC,Jakarta DC,spx
